SP000003195;1920-01-01;119;88;0;;
SP000003195;1920-01-02;110;26;0;;
SP000003195;1920-01-03;86;24;14;;
SP000003195;1920-01-04;68;25;0;;
SP000003195;1920-01-05;66;16;0;;
SP000003195;1920-01-06;58;-15;0;;
SP000003195;1920-01-07;69;8;0;;
SP000003195;1920-01-08;62;-16;0;;
SP000003195;1920-01-09;122;-12;0;;
SP000003195;1920-01-10;97;9;0;;
SP000003195;1920-01-11;96;42;0;;
SP000003195;1920-01-12;65;36;2;;
SP000003195;1920-01-13;102;28;0;;
SP000003195;1920-01-14;125;1;0;;
SP000003195;1920-01-15;129;14;0;;
SP000003195;1920-01-16;134;34;0;;
SP000003195;1920-01-17;143;30;0;;
SP000003195;1920-01-18;118;3;0;;
SP000003195;1920-01-19;95;-1;0;;
SP000003195;1920-01-20;98;-7;0;;
SP000003195;1920-01-21;124;17;0;;
SP000003195;1920-01-22;146;32;0;;
SP000003195;1920-01-23;124;21;0;;
SP000003195;1920-01-24;116;35;0;;
SP000003195;1920-01-25;124;37;0;;
SP000003195;1920-01-26;93;44;8;;
SP000003195;1920-01-27;118;60;0;;
SP000003195;1920-01-28;112;44;4;;
SP000003195;1920-01-29;97;35;0;;
SP000003195;1920-01-30;68;4;0;;
SP000003195;1920-01-31;108;5;0;;
SP000003195;1920-02-01;148;25;0;;
SP000003195;1920-02-02;147;46;0;;
SP000003195;1920-02-03;137;12;0;;
SP000003195;1920-02-04;131;10;0;;
SP000003195;1920-02-05;108;-6;0;;
SP000003195;1920-02-06;96;2;0;;
SP000003195;1920-02-07;93;-3;0;;
SP000003195;1920-02-08;82;-7;0;;
SP000003195;1920-02-09;97;-16;0;;
SP000003195;1920-02-10;112;-14;0;;
SP000003195;1920-02-11;116;-29;0;;
SP000003195;1920-02-12;142;-13;0;;
SP000003195;1920-02-13;128;21;0;;
SP000003195;1920-02-14;138;46;0;;
SP000003195;1920-02-15;98;46;0;;
SP000003195;1920-02-16;118;59;15;;
SP000003195;1920-02-17;115;64;25;;
SP000003195;1920-02-18;140;87;245;;
SP000003195;1920-02-19;111;72;262;;
SP000003195;1920-02-20;73;48;144;;
SP000003195;1920-02-21;117;47;1;;
SP000003195;1920-02-22;123;54;0;;
SP000003195;1920-02-23;117;46;0;;
SP000003195;1920-02-24;95;56;77;;
SP000003195;1920-02-25;97;70;19;;
SP000003195;1920-02-26;125;79;60;;
SP000003195;1920-02-27;142;84;18;;
SP000003195;1920-02-28;138;97;28;;
SP000003195;1920-02-29;158;88;0;;
SP000003195;1920-03-01;106;42;5;;
SP000003195;1920-03-02;124;78;39;;
SP000003195;1920-03-03;149;62;31;;
SP000003195;1920-03-04;172;64;0;;
SP000003195;1920-03-05;161;65;0;;
SP000003195;1920-03-06;174;98;0;;
SP000003195;1920-03-07;75;38;82;;
SP000003195;1920-03-08;67;-5;6;;
SP000003195;1920-03-09;44;-7;0;;
SP000003195;1920-03-10;76;-6;0;;
SP000003195;1920-03-11;127;-18;0;;
SP000003195;1920-03-12;151;59;0;;
SP000003195;1920-03-13;129;72;0;;
SP000003195;1920-03-14;136;66;6;;
SP000003195;1920-03-15;87;60;46;;
SP000003195;1920-03-16;97;7;0;;
SP000003195;1920-03-17;164;18;0;;
SP000003195;1920-03-18;184;42;0;;
SP000003195;1920-03-19;212;63;0;;
SP000003195;1920-03-20;221;68;0;;
SP000003195;1920-03-21;217;70;0;;
SP000003195;1920-03-22;219;75;0;;
SP000003195;1920-03-23;228;73;0;;
SP000003195;1920-03-24;202;72;0;;
SP000003195;1920-03-25;202;68;0;;
SP000003195;1920-03-26;203;88;0;;
SP000003195;1920-03-27;187;52;0;;
SP000003195;1920-03-28;166;82;75;;
SP000003195;1920-03-29;102;42;11;;
SP000003195;1920-03-30;97;18;0;;
SP000003195;1920-03-31;131;44;0;;
SP000003195;1920-04-01;172;74;0;;
SP000003195;1920-04-02;163;62;0;;
SP000003195;1920-04-03;180;82;0;;
SP000003195;1920-04-04;177;96;0;;
SP000003195;1920-04-05;187;60;0;;
SP000003195;1920-04-06;201;82;8;;
SP000003195;1920-04-07;200;76;0;;
SP000003195;1920-04-08;177;100;92;;
SP000003195;1920-04-09;167;94;18;;
SP000003195;1920-04-10;159;75;81;;
SP000003195;1920-04-11;161;70;16;;
SP000003195;1920-04-12;133;90;13;;
SP000003195;1920-04-13;151;58;9;;
SP000003195;1920-04-14;171;88;0;;
SP000003195;1920-04-15;183;88;6;;
SP000003195;1920-04-16;195;99;17;;
SP000003195;1920-04-17;159;78;2;;
SP000003195;1920-04-18;168;47;1;;
SP000003195;1920-04-19;179;52;0;;
SP000003195;1920-04-20;183;58;0;;
SP000003195;1920-04-21;151;40;0;;
SP000003195;1920-04-22;183;32;0;;
SP000003195;1920-04-23;221;85;0;;
SP000003195;1920-04-24;205;62;0;;
SP000003195;1920-04-25;241;81;0;;
SP000003195;1920-04-26;243;94;0;;
SP000003195;1920-04-27;230;60;0;;
SP000003195;1920-04-28;256;90;0;;
SP000003195;1920-04-29;252;107;0;;
SP000003195;1920-04-30;226;100;0;;
SP000003195;1920-05-01;236;101;0;;
SP000003195;1920-05-02;210;122;3;;
SP000003195;1920-05-03;217;84;0;;
SP000003195;1920-05-04;212;106;0;;
SP000003195;1920-05-05;239;40;0;;
SP000003195;1920-05-06;273;96;0;;
SP000003195;1920-05-07;282;113;0;;
SP000003195;1920-05-08;298;130;0;;
SP000003195;1920-05-09;320;138;0;;
SP000003195;1920-05-10;271;160;0;;
SP000003195;1920-05-11;312;152;0;;
SP000003195;1920-05-12;275;130;26;;
SP000003195;1920-05-13;246;129;384;;
SP000003195;1920-05-14;216;108;0;;
SP000003195;1920-05-15;230;124;8;;
SP000003195;1920-05-16;218;121;47;;
SP000003195;1920-05-17;226;96;0;;
SP000003195;1920-05-18;256;118;0;;
SP000003195;1920-05-19;267;142;0;;
SP000003195;1920-05-20;211;121;0;;
SP000003195;1920-05-21;197;92;0;;
SP000003195;1920-05-22;225;124;0;;
SP000003195;1920-05-23;219;122;56;;
SP000003195;1920-05-24;206;114;0;;
SP000003195;1920-05-25;209;112;0;;
SP000003195;1920-05-26;268;112;0;;
SP000003195;1920-05-27;284;143;0;;
SP000003195;1920-05-28;293;142;229;;
SP000003195;1920-05-29;287;148;0;;
SP000003195;1920-05-30;264;142;0;;
SP000003195;1920-05-31;272;140;0;;
SP000003195;1920-06-01;270;129;0;;
SP000003195;1920-06-02;252;131;0;;
SP000003195;1920-06-03;264;127;0;;
SP000003195;1920-06-04;290;152;0;;
SP000003195;1920-06-05;274;142;0;;
SP000003195;1920-06-06;272;139;5;;
SP000003195;1920-06-07;188;133;14;;
SP000003195;1920-06-08;243;122;0;;
SP000003195;1920-06-09;234;131;0;;
SP000003195;1920-06-10;233;96;0;;
SP000003195;1920-06-11;207;121;0;;
SP000003195;1920-06-12;212;116;0;;
SP000003195;1920-06-13;219;101;0;;
SP000003195;1920-06-14;194;94;0;;
SP000003195;1920-06-15;256;119;0;;
SP000003195;1920-06-16;253;146;0;;
SP000003195;1920-06-17;252;91;0;;
SP000003195;1920-06-18;282;128;0;;
SP000003195;1920-06-19;302;160;0;;
SP000003195;1920-06-20;312;162;0;;
SP000003195;1920-06-21;340;187;0;;
SP000003195;1920-06-22;358;200;0;;
SP000003195;1920-06-23;366;233;0;;
SP000003195;1920-06-24;340;206;0;;
SP000003195;1920-06-25;334;205;0;;
SP000003195;1920-06-26;324;198;0;;
SP000003195;1920-06-27;276;206;139;;
SP000003195;1920-06-28;294;168;0;;
SP000003195;1920-06-29;284;171;0;;
SP000003195;1920-06-30;292;159;0;;
SP000003195;1920-07-01;292;155;0;;
SP000003195;1920-07-02;288;140;0;;
SP000003195;1920-07-03;264;148;0;;
SP000003195;1920-07-04;262;135;0;;
SP000003195;1920-07-05;275;134;0;;
SP000003195;1920-07-06;297;166;0;;
SP000003195;1920-07-07;280;160;0;;
SP000003195;1920-07-08;292;145;0;;
SP000003195;1920-07-09;278;128;0;;
SP000003195;1920-07-10;314;164;0;;
SP000003195;1920-07-11;324;174;0;;
SP000003195;1920-07-12;330;175;0;;
SP000003195;1920-07-13;330;173;0;;
SP000003195;1920-07-14;336;156;0;;
SP000003195;1920-07-15;336;171;0;;
SP000003195;1920-07-16;338;167;0;;
SP000003195;1920-07-17;328;171;0;;
SP000003195;1920-07-18;298;187;0;;
SP000003195;1920-07-19;346;200;0;;
SP000003195;1920-07-20;339;198;62;;
SP000003195;1920-07-21;307;188;0;;
SP000003195;1920-07-22;326;168;0;;
SP000003195;1920-07-23;333;198;0;;
SP000003195;1920-07-24;324;182;0;;
SP000003195;1920-07-25;323;182;0;;
SP000003195;1920-07-26;310;174;0;;
SP000003195;1920-07-27;274;152;0;;
SP000003195;1920-07-28;289;125;0;;
SP000003195;1920-07-29;324;154;0;;
SP000003195;1920-07-30;338;171;0;;
SP000003195;1920-07-31;348;186;0;;
SP000003195;1920-08-01;326;191;0;;
SP000003195;1920-08-02;332;189;10;;
SP000003195;1920-08-03;314;184;0;;
SP000003195;1920-08-04;336;190;0;;
SP000003195;1920-08-05;338;170;0;;
SP000003195;1920-08-06;336;181;3;;
SP000003195;1920-08-07;346;195;0;;
SP000003195;1920-08-08;344;203;0;;
SP000003195;1920-08-09;348;194;0;;
SP000003195;1920-08-10;344;199;0;;
SP000003195;1920-08-11;346;193;0;;
SP000003195;1920-08-12;353;194;0;;
SP000003195;1920-08-13;338;166;0;;
SP000003195;1920-08-14;268;164;0;;
SP000003195;1920-08-15;267;130;0;;
SP000003195;1920-08-16;290;153;0;;
SP000003195;1920-08-17;318;156;0;;
SP000003195;1920-08-18;301;158;0;;
SP000003195;1920-08-19;287;135;0;;
SP000003195;1920-08-20;286;142;0;;
SP000003195;1920-08-21;297;154;0;;
SP000003195;1920-08-22;296;168;0;;
SP000003195;1920-08-23;302;144;0;;
SP000003195;1920-08-24;304;178;0;;
SP000003195;1920-08-25;266;130;0;;
SP000003195;1920-08-26;289;161;0;;
SP000003195;1920-08-27;298;171;0;;
SP000003195;1920-08-28;307;162;0;;
SP000003195;1920-08-29;292;154;0;;
SP000003195;1920-08-30;295;153;0;;
SP000003195;1920-08-31;287;155;0;;
SP000003195;1920-09-01;289;158;0;;
SP000003195;1920-09-02;283;154;0;;
SP000003195;1920-09-03;277;154;0;;
SP000003195;1920-09-04;284;162;0;;
SP000003195;1920-09-05;288;163;0;;
SP000003195;1920-09-06;312;169;0;;
SP000003195;1920-09-07;320;174;0;;
SP000003195;1920-09-08;300;181;0;;
SP000003195;1920-09-09;257;164;0;;
SP000003195;1920-09-10;275;148;0;;
SP000003195;1920-09-11;280;177;27;;
SP000003195;1920-09-12;259;142;0;;
SP000003195;1920-09-13;245;126;0;;
SP000003195;1920-09-14;253;117;0;;
SP000003195;1920-09-15;275;144;0;;
SP000003195;1920-09-16;286;150;0;;
SP000003195;1920-09-17;279;137;0;;
SP000003195;1920-09-18;245;138;0;;
SP000003195;1920-09-19;214;149;3;;
SP000003195;1920-09-20;212;99;0;;
SP000003195;1920-09-21;190;106;0;;
SP000003195;1920-09-22;205;93;0;;
SP000003195;1920-09-23;182;76;0;;
SP000003195;1920-09-24;186;62;0;;
SP000003195;1920-09-25;211;72;0;;
SP000003195;1920-09-26;243;98;0;;
SP000003195;1920-09-27;242;116;0;;
SP000003195;1920-09-28;268;131;3;;
SP000003195;1920-09-29;257;124;0;;
SP000003195;1920-09-30;191;144;3;;
SP000003195;1920-10-01;197;80;31;;
SP000003195;1920-10-02;163;125;40;;
SP000003195;1920-10-03;158;67;0;;
SP000003195;1920-10-04;199;114;21;;
SP000003195;1920-10-05;177;99;133;;
SP000003195;1920-10-06;149;99;153;;
SP000003195;1920-10-07;137;86;35;;
SP000003195;1920-10-08;160;95;8;;
SP000003195;1920-10-09;159;64;0;;
SP000003195;1920-10-10;157;92;0;;
SP000003195;1920-10-11;160;99;0;;
SP000003195;1920-10-12;175;105;1;;
SP000003195;1920-10-13;168;112;114;;
SP000003195;1920-10-14;188;97;0;;
SP000003195;1920-10-15;195;110;9;;
SP000003195;1920-10-16;183;118;0;;
SP000003195;1920-10-17;177;92;0;;
SP000003195;1920-10-18;177;75;0;;
SP000003195;1920-10-19;167;58;2;;
SP000003195;1920-10-20;154;85;40;;
SP000003195;1920-10-21;189;116;0;;
SP000003195;1920-10-22;166;66;0;;
SP000003195;1920-10-23;164;51;24;;
SP000003195;1920-10-24;138;82;159;;
SP000003195;1920-10-25;146;78;4;;
SP000003195;1920-10-26;145;49;0;;
SP000003195;1920-10-27;143;54;0;;
SP000003195;1920-10-28;109;65;18;;
SP000003195;1920-10-29;115;68;51;;
SP000003195;1920-10-30;124;60;0;;
SP000003195;1920-10-31;124;40;26;;
SP000003195;1920-11-01;108;44;36;;
SP000003195;1920-11-02;104;4;0;;
SP000003195;1920-11-03;124;59;0;;
SP000003195;1920-11-04;112;45;45;;
SP000003195;1920-11-05;153;94;150;;
SP000003195;1920-11-06;157;89;0;;
SP000003195;1920-11-07;145;79;0;;
SP000003195;1920-11-08;141;58;0;;
SP000003195;1920-11-09;126;64;35;;
SP000003195;1920-11-10;110;82;128;;
SP000003195;1920-11-11;122;59;1;;
SP000003195;1920-11-12;114;59;0;;
SP000003195;1920-11-13;133;50;0;;
SP000003195;1920-11-14;116;35;0;;
SP000003195;1920-11-15;124;44;0;;
SP000003195;1920-11-16;134;43;0;;
SP000003195;1920-11-17;127;44;0;;
SP000003195;1920-11-18;132;63;0;;
SP000003195;1920-11-19;135;83;2;;
SP000003195;1920-11-20;138;85;4;;
SP000003195;1920-11-21;120;74;0;;
SP000003195;1920-11-22;118;50;0;;
SP000003195;1920-11-23;86;12;19;;
SP000003195;1920-11-24;108;40;1;;
SP000003195;1920-11-25;97;64;153;;
SP000003195;1920-11-26;98;54;39;;
SP000003195;1920-11-27;122;43;0;;
SP000003195;1920-11-28;99;10;0;;
SP000003195;1920-11-29;59;2;1;;
SP000003195;1920-11-30;60;9;8;;
SP000003195;1920-12-01;106;64;1;;
SP000003195;1920-12-02;148;82;1;;
SP000003195;1920-12-03;108;64;1;;
SP000003195;1920-12-04;118;41;0;;
SP000003195;1920-12-05;93;31;0;;
SP000003195;1920-12-06;82;12;0;;
SP000003195;1920-12-07;78;-18;0;;
SP000003195;1920-12-08;52;-14;6;;
SP000003195;1920-12-09;49;18;49;;
SP000003195;1920-12-10;29;0;36;;
SP000003195;1920-12-11;40;6;0;;
SP000003195;1920-12-12;55;16;27;;
SP000003195;1920-12-13;37;15;229;;
SP000003195;1920-12-14;62;20;27;;
SP000003195;1920-12-15;75;9;0;;
SP000003195;1920-12-16;72;-15;0;;
SP000003195;1920-12-17;39;-23;0;;
SP000003195;1920-12-18;38;-35;0;;
SP000003195;1920-12-19;33;-62;2;;
SP000003195;1920-12-20;43;-25;0;;
SP000003195;1920-12-21;10;-30;40;;
SP000003195;1920-12-22;87;10;6;;
SP000003195;1920-12-23;95;41;1;;
SP000003195;1920-12-24;72;48;0;;
SP000003195;1920-12-25;120;27;0;;
SP000003195;1920-12-26;125;47;25;;
SP000003195;1920-12-27;110;73;43;;
SP000003195;1920-12-28;137;97;4;;
SP000003195;1920-12-29;123;76;0;;
SP000003195;1920-12-30;135;44;2;;
SP000003195;1920-12-31;75;34;1;;
SP000003195;1921-01-01;112;2;0;;
SP000003195;1921-01-02;98;38;0;;
SP000003195;1921-01-03;47;25;2;;
SP000003195;1921-01-04;58;17;1;;
SP000003195;1921-01-05;93;34;0;;
SP000003195;1921-01-06;125;33;0;;
SP000003195;1921-01-07;48;-1;0;;
SP000003195;1921-01-08;68;24;0;;
SP000003195;1921-01-09;140;19;0;;
SP000003195;1921-01-10;106;21;2;;
SP000003195;1921-01-11;71;37;6;;
SP000003195;1921-01-12;97;55;60;;
SP000003195;1921-01-13;76;19;0;;
SP000003195;1921-01-14;83;12;0;;
SP000003195;1921-01-15;64;-15;0;;
SP000003195;1921-01-16;97;5;0;;
